_id,characteristics.VIN,characteristics.Владельцев,characteristics.Год выпуска,characteristics.Двигатель,characteristics.КПП,characteristics.Кузов,characteristics.Мощность,characteristics.Привод,characteristics.Пробег,characteristics.Растаможен,characteristics.Руль,characteristics.Состояние,characteristics.Цвет,description,jpg,name,url
608a75ac2dcd49421a33bf3b,LGXCE4***********,1,2018,Электро / 3 л,Автомат,Кроссовер 5 дверей,218 л. с.,Передний,38 000 км,Да,Левый,,серый,"BVD SONG EV 500
Машина в наличии. Заказывать и ждать не нужно! Со всеми документами для постановки на учёт.
Если вы давно мечтали о электромобиле, но скептически относитесь к различным Ниссан Лифам, BMW i3 и прочим козявкам. А на теслу не хватает средств. Или как мне, она вам тоже не нравится внешне. То этот автомобиль именно для вас. Полноценный просторный электрокроссовер. С запасом хода до 400 км на одном заряде. Электромотор 160 кВт. Кожа-рожа, панорамная крыша  и все остальные удобства на уровне с люксовым автомобилем. Минимальный пробег 38000 км. Не путайте пробег у авто с ДВС и Электромобилей. Потому как износа мотора тут нет. А износ АКБ примерно 1% в год
Для умников которые считают что цена завышена заказывайте сами из Китая.
Формула доставки примерно такая. Стоимость автомобиля в Китае (заморозка денег на 3 месяца) + стоимость логистики 4000$ + стоимость всех автовозов по Китаю, Украине, Беларуси и России (2000$) + комиссия агентам которые повезут вам автомобиль (от 1000$) + комиссия физика в РБ на которого вы будете оформлять авто в РБ.(как договоритесь) + Сертификат СБКТС 250.000 рублей (он с 01.04.2021 обязателен даже если везёте через РБ) + глонас и получение эптс 75000 рублей. Ну и не значительные расходы типа потеря на конвертации и тд. (200$)","[""https://static.am/automobile_m3/document/s/5/3b/53b50735ad037c52776797bcf07661c4.jpg"",""https://static.am/automobile_m3/document/s/2/d9/2d9f1706ac3ac6a564b3eb487ca0bcd1.jpg"",""https://static.am/automobile_m3/document/s/a/21/a21be047281b1ed1a295aa059277063d.jpg"",""https://static.am/automobile_m3/document/s/2/6c/26c68c2935fed85d258c417c885bdbcd.jpg"",""https://static.am/automobile_m3/document/s/0/5a/05a4794197f9b5191458ac7c59bfb1e8.jpg"",""https://static.am/automobile_m3/document/s/e/5e/e5efc0dee5bd5f089f6ece063d4a1ede.jpg"",""https://static.am/automobile_m3/document/s/0/ee/0ee7f6e1486edc70a7bac0a10b572247.jpg""]","Прочие авто Прочие иномарки, кроссовер 5 дв.",https://auto.youla.ru/advert/used/prochie_avto/prochie_inomarki/prv--6683ce1d7c544557/
608a75af2dcd49421a33bf3c,Z9C6CB***********,,2012,Бензин / 2.4 л,Механика,Кроссовер 5 дверей,136 л. с.,Полный,101 966 км,Да,,,черный,"Переходите по ссылке внизу описания и смотрите краткий видеообзор на автомобиль.
Вашему вниманию предоставлен отличный и надежный полноприводный внедорожник ТагАЗ С190. Автомобиль полностью обслужен по технической части и не требует абсолютно никаких вложений. Кузов полнотью в родной краске 1 владелец по ПТС. Автомобиль бережно эксплуатировался. Автомобиль на зимней резине R16 WINTER DIAL комплект летних шин так же идет в комплекте. Дополнительно установлена сигнализация с автозапуском и обратной связью.
  Гарантия юридической чистоты сделки (проверка каждого автомобиля по базам ГИБДД, ФНП, ФССП) на предмет - ареста, залога, наложения каких- либо ограничений)  Мы предлагаем оформить этот автомобиль в кредит со ставкой от 8, 9% в год. Более 15 банков-партнеров! Для подачи заявки необходимо иметь с собой паспорт и 2-ой документ, подтверждающий личность (водительское удостоверение).  Также, прямо у нас, Вы сможете застраховать Ваш автомобиль. Мы представляем более 10 страховых компаний. Компания AUTOKIPR предлагает полный спектр услуг по покупке и продаже автомобилей.У нас Купим Ваш автомобиль. До 90% от рыночной стоимости.Автоподбор. Подберём идеальный авто Вашей мечты.Страхование. Все виды страхования! Диагностическая карта ТО. Первая цена в городеТак же Вы можете приобрести автомобиль в автокредит от частного продавца через нашу компанию. Плохая кредитная история? Не проблема! Обращайтесь к нам! Мы поможем Вам стать обладателем автомобиля мечты.г. Тюмень, ул. Мельникайте 10.График работы - ежедневно, без выходных с 10 -00 до 20 -00. Все представленные автомобили в наличии. Звоните,и мы с радостью Вас проконсультируем!","[""https://static.am/automobile_m3/document/s/0/be/0be9af164cb6afc93e39cbc2ddd63cca.jpg"",""https://static.am/automobile_m3/document/s/4/72/472b88e9f3827840fc6d280948f4c5f1.jpg"",""https://static.am/automobile_m3/document/s/2/01/201aca69445224840fe6d13a22e5be41.jpg"",""https://static.am/automobile_m3/document/s/3/04/304a344811c60b8662ecf0e5408b231a.jpg"",""https://static.am/automobile_m3/document/s/d/c5/dc59266665fcfd7dd89f3b3b91c33397.jpg"",""https://static.am/automobile_m3/document/s/1/d5/1d5d4275d04aa9f29083e68bc51253dd.jpg"",""https://static.am/automobile_m3/document/s/1/34/134b75ad412982dbaa04757b5611e2e2.jpg""]","ТагАЗ C190 1 поколение, кроссовер 5 дв.",https://auto.youla.ru/advert/used/tagaz/c190/avs-avtokipr--5fd0032e5c6ed06e/
608a75b02dcd49421a33bf3d,XWK271***********,3,2007,Бензин / 1.6 л,Механика,Пикап 2 двери,75 л. с.,Задний,93 000 км,Да,Левый,,красный,"двигатель после капитального ремонта прошёл 10т километров,пороги переваривал как купил не гнелая но рыжики присутствуют про мавилина и зашумлен пол фото есть. стоит газ нужно только подцепить не узаконен. стоит подогрев двигателя.перебрал передние суппорта тормоза теперь огонь. резина зима и лето.много че поменено. номера 303 в подарок. аккумулятор BOSCH куплен год назад. сигнализация открыть закрыть. единственный минус нет 4 передачи кпп куплена нужно только поменять Остальные вопросы по телефону. торг ИНЖЕКТОР ОБМЕН НА ПЕРЕДНИЙ ПРИВОД","[""https://static.am/automobile_m3/document/s/8/41/8411e3402a586a911889e1baf6e7ba88.jpg"",""https://static.am/automobile_m3/document/s/8/17/817e5214dea84a1b428d0e723be46e06.jpg"",""https://static.am/automobile_m3/document/s/9/07/9071d20d453c246a30c9f47c9fbc7135.jpg"",""https://static.am/automobile_m3/document/s/0/2f/02f8e79482bbcc4162a9c73b666e0284.jpg"",""https://static.am/automobile_m3/document/s/a/33/a3394030ed239a27a98a74b83b47683d.jpg"",""https://static.am/automobile_m3/document/s/0/5e/05e495751c78ae8d6ad1b4a0c4a74fe5.jpg"",""https://static.am/automobile_m3/document/s/1/4a/14a7a9422657e317a296c36c3ed9c4d1.jpg""]","ИЖ 2717 2 поколение, пикап 2 дв.",https://auto.youla.ru/advert/used/ij/2717/prv--b0a3fa6c0a862b4/
608a75b32dcd49421a33bf3e,XTK212***********,2,2002,Бензин / 1.6 л,Механика,Хетчбэк 5 дверей,73 л. с.,Задний,81 000 км,Да,Левый,,коричневый,null,"[""https://static.am/automobile_m3/document/s/a/91/a91e5e99c1c647e04b6e4ad893044242.jpg"",""https://static.am/automobile_m3/document/s/9/24/92430c3681b759ae58877b9dfac71e43.jpg"",""https://static.am/automobile_m3/document/s/f/22/f22d72b8355f0e8578ebbdad6b5f8543.jpg"",""https://static.am/automobile_m3/document/s/b/e4/be4621333451fab67ea6d7120a7c631f.jpg"",""https://static.am/automobile_m3/document/s/f/b5/fb5951ef11caac4f7a12f000555b8e2f.jpg"",""https://static.am/automobile_m3/document/s/0/41/041986446398ca8785ed4e1ec2c24543.jpg"",""https://static.am/automobile_m3/document/s/4/77/4774e1f375e6d2e6357a6aa7569206f5.jpg""]","ИЖ 2126 1 поколение, хетчбэк 5 дв.",https://auto.youla.ru/advert/used/ij/2126/prv--52e7c797c689bdca/
608a75b62dcd49421a33bf3f,,1,1999,Бензин / 1.5 л,Механика,Седан 4 двери,72 л. с.,Задний,36 000 км,Да,Левый,,зеленый,"Поменял масло , патрубки ,замок зажигания , свечи","[""https://static.am/automobile_m3/document/s/b/cd/bcdb44b330aade422a9c99dfd15b734a.jpg""]","ВАЗ (Lada) 2106 1 поколение, седан 4 дв.",https://auto.youla.ru/advert/used/vaz_lada/2106/prv--61810648a024ecf7/
608a75b92dcd49421a33bf40,,4,1999,Бензин / 2 л,Механика,Универсал 5 дверей,133 л. с.,Передний,240 000 км,Да,Левый,,синий,"Продаю автомобиль Daewoo nubira. (Донинвест Орион). Вместительный автомобиль, с большим багажным отделением! Двигатель не дымит. Кондиционер работает. Заменил КПП, внутренние гранаты,  комплект ГРМ, передние тормозные диски, тормозные колодки, задние ступичные подшипники, переварены опоры задних пружин. Новые фары. Новый генератор. Установлена сигнализация с автозапуском. Установлено ГБО 4 поколения, не зарегестрировано. Новая резина на новых дисках. Запчати подходят от нексии и ланоса. Каталог подходит Daewoo nubira j100. Машина старая, нужно приложить руки. Пороги и подвеска требуют внимания, ну и нужна косметика.  Машина на ходу, езжу каждый день . Торг.","[""https://static.am/automobile_m3/document/s/5/32/532c9086f79fb5f16413db3baa028b1b.jpg"",""https://static.am/automobile_m3/document/s/a/6a/a6aa07c4eafe16d7946eb5ac769d7259.jpg"",""https://static.am/automobile_m3/document/s/0/9b/09b5fb7c964a2c9db0b85fbb21230e28.jpg"",""https://static.am/automobile_m3/document/s/7/91/7914f0cc953d53118cc15538ab8f0c7f.jpg"",""https://static.am/automobile_m3/document/s/7/17/71711cb5ba46aa536d2e461647adff78.jpg""]","Донинвест Орион J100, универсал 5 дв.",https://auto.youla.ru/advert/used/doninvest/orion/prv--70e5038f6914b200/
608a75bb2dcd49421a33bf41,,1,1993,Бензин / 1.2 л,Механика,Седан 2 двери,42 л. с.,Задний,15 000 км,Да,Левый,,бежевый,В хорошем состоянии! На ходу! Документов нет!,"[""https://static.am/automobile_m3/document/s/7/f0/7f01fb9d9f057ea2980baac090de92e1.jpg"",""https://static.am/automobile_m3/document/s/0/b9/0b965a08a15579323ded6eb6cad09539.jpg"",""https://static.am/automobile_m3/document/s/e/1e/e1eeb1b6a379b2deee172885ab581a6b.jpg"",""https://static.am/automobile_m3/document/s/6/40/640b427ff3725da51b165d0fa6f8f1ea.jpg"",""https://static.am/automobile_m3/document/s/4/03/4038039fe70cf44eafb06c50fd10b444.jpg""]","ЗАЗ 968 1 поколение [рестайлинг], седан 2 дв.",https://auto.youla.ru/advert/used/zaz/968/prv--54926aedc2fb384f/
608a75bd2dcd49421a33bf42,,3,1967,Бензин / 0.9 л,Механика,Седан 2 двери,27 л. с.,Задний,20 000 км,Да,Левый,,бордовый,Продам ЗАЗ 965 в хорошем состоянии год 1967 остальные вопросы по телефону,"[""https://static.am/automobile_m3/document/s/c/a5/ca5408bc489dbf87e98fb0ba80f10c18.jpg"",""https://static.am/automobile_m3/document/s/b/d0/bd0a9e3a21ec6a4974b00cd445957f0b.jpg"",""https://static.am/automobile_m3/document/s/9/98/998fdbecd4b94492aa94b685871ea635.jpg"",""https://static.am/automobile_m3/document/s/3/e0/3e05b27ea6410ac9e402188496726abf.jpg"",""https://static.am/automobile_m3/document/s/0/7a/07ab01166586bff337f750150db3aa6d.jpg"",""https://static.am/automobile_m3/document/s/6/65/665d0abf6d05f6ac30a80532c2f5a558.jpg"",""https://static.am/automobile_m3/document/s/e/e6/ee6e43bba2900a543eaaaa5f08c3407f.jpg""]","ЗАЗ 965 1 поколение, седан 2 дв.",https://auto.youla.ru/advert/used/zaz/965/prv--756e4347bdea953f/
608a75c02dcd49421a33bf43,XTH221***********,3,2000,Бензин / 2.3 л,Механика,Минивэн 4 двери,98 л. с.,Задний,180 000 км,Да,Левый,,красный,"Продам соболя. Дв.406,карбюратор. Установлен газ. На ходу. Колодки меняны, крестовины, подвесной новые, АКБ новый, резина всесезонка.. Нужна замена прокладки. Торг. Цена до конца месяца.","[""https://static.am/automobile_m3/document/s/3/b6/3b684045e86c399d49b7f2ec2dba5bef.jpg"",""https://static.am/automobile_m3/document/s/5/53/553eca1ef8ff60da6d7c200c3b082773.jpg"",""https://static.am/automobile_m3/document/s/e/4d/e4d854641b27df48cb504c3f8a9c064a.jpg""]","ГАЗ Соболь 1 поколение, минивэн 4 дв.",https://auto.youla.ru/advert/used/gaz/sobol/prv--7251045a46f023c3/
608a75c32dcd49421a33bf44,,1,1996,Бензин / 2.4 л,Механика,Седан 4 двери,90 л. с.,Задний,89 000 км,Да,Левый,,белый,"Продам Волгу 96 года, Машина на ходу ,ставь аккумулятор и поехал,не в залоге и т.д., чистый авто без подводных камней.","[""https://static.am/automobile_m3/document/s/2/cb/2cb7b448741a0074c2b95e331f63b349.jpg"",""https://static.am/automobile_m3/document/s/6/ad/6ad180a895d4fabfdc952cd99acb4d2e.jpg"",""https://static.am/automobile_m3/document/s/d/91/d91329e93b505886baf483b253bd5651.jpg""]","ГАЗ 31029 Волга 1 поколение, седан 4 дв.",https://auto.youla.ru/advert/used/gaz/31029_volga/prv--4451573e6488363/
608a75c52dcd49421a33bf45,,1,1954,Бензин / 2.4 л,Механика,Внедорожник 2 двери,100 л. с.,Полный,10 000 км,Да,Левый,,зеленый,null,"[""https://static.am/automobile_m3/document/s/d/39/d39d4ca3f70e90f1b6a07da83dcf919f.jpg"",""https://static.am/automobile_m3/document/s/1/6c/16c9a555d8f0aca9ccfbb3431c076a44.jpg"",""https://static.am/automobile_m3/document/s/3/98/39842232d3a41349457026b6b45f4eda.jpg"",""https://static.am/automobile_m3/document/s/2/11/2115219da103ecb6f036831a50e76e4b.jpg""]","ГАЗ 69 1 поколение, внедорожник 2 дв.",https://auto.youla.ru/advert/used/gaz/69/prv--28a78cadf55080e8/
608a75c72dcd49421a33bf46,XTH311***********,2,2004,Бензин / 2.3 л,Механика,Седан 4 двери,135 л. с.,Задний,86 000 км,Да,Левый,,серебряный,Торг авто возможен установлен газ в 2020 г колеса зима лето цена 90000,"[""https://static.am/automobile_m3/document/s/c/9e/c9e07e4f95305c754e9f0c8afcc4218e.jpg"",""https://static.am/automobile_m3/document/s/3/89/38998d0e39845fc6ed1ce4c581cbe33d.jpg""]","ГАЗ 31105 Волга 1 поколение, седан 4 дв.",https://auto.youla.ru/advert/used/gaz/31105_volga/prv--3a19884129d9251b/
608a75cb2dcd49421a33bf47,,1,1997,Бензин / 2.4 л,Механика,Седан 4 двери,90 л. с.,Задний,120 000 км,Да,Левый,,серый,"Автомобиль от единственного хозяина. Мотор 402 карбюратор. Газа нет и не было. Расход по городу не более 12 литров, по трассе около 8 ми. Салон девственен, без единого косяка. Сиденья настоящий велюр, не потрепанный. Заменена КПП на пятиступку от 31105. Шкворня все промазаны. Авто в отличном состоянии для своих лет. При должном уходе прослужит ещё очень долго. На фото авто на литье, по факту отдаю на штампах. Резина летняя - идеальное состояние, прошла 1 сезон. Сравнивая этот автомобиль с другими в этой ценовой категории, помните, что Волга - это Танк! И в критической ситуации больше шансов остаться невредимым... Варианты рассрочки не рассматриваю. В рассрочку покупают  авто ценой в сотни тысяч. Обмен интересен только на керамзитоблоки либо пиломатериал. Не пишите всякую чушь, не тратьте моё и свое время.","[""https://static.am/automobile_m3/document/s/7/25/72543ef7a07a66230968d25f00563ddd.jpg"",""https://static.am/automobile_m3/document/s/a/8d/a8d96e91c0b3a8a3f879a09bd1673177.jpg"",""https://static.am/automobile_m3/document/s/e/95/e954581bc8b712972a0f9ca411a3d161.jpg"",""https://static.am/automobile_m3/document/s/5/41/541e991405401eada978adedc51623eb.jpg"",""https://static.am/automobile_m3/document/s/b/59/b59f6d7cdb5770402a90334cdd30b9d9.jpg"",""https://static.am/automobile_m3/document/s/3/e3/3e3bcff513accc05329fa981c2d5a5b7.jpg""]","ГАЗ 3110 Волга 1 поколение, седан 4 дв.",https://auto.youla.ru/advert/used/gaz/3110_volga/prv--12370fcdfc4dc500/
